assembly_accession	taxid	species_taxid	organism_name
GCF_002291405.1	436515	436515	Variovorax boronicumulans
GCF_003049575.1	436516	436516	Lysinibacillus parviboronicapiens
GCF_003049515.1	436516	436516	Lysinibacillus parviboronicapiens
GCF_003049605.2	436516	436516	Lysinibacillus parviboronicapiens
GCF_900188185.1	436663	436663	Sphingopyxis indica
GCF_014982875.1	437897	437897	Megamonas funiformis
GCF_003436485.1	437897	437897	Megamonas funiformis
GCF_012027675.1	437897	437897	Megamonas funiformis
GCF_010669225.1	437897	437897	Megamonas funiformis
GCF_003465005.1	437897	437897	Megamonas funiformis
GCF_902385385.1	437897	437897	Megamonas funiformis
GCF_003470375.1	437897	437897	Megamonas funiformis
GCF_900128435.1	437897	437897	Megamonas funiformis
GCF_016899505.1	437897	437897	Megamonas funiformis
GCF_016900535.1	437897	437897	Megamonas funiformis
GCF_902374665.1	437898	437898	Sutterella parvirubra
GCF_900116605.1	437900	437900	Pseudomonas marincola
GCF_001940335.1	437900	437900	Pseudomonas marincola
GCF_900682675.2	437900	437900	Pseudomonas marincola
GCF_902377395.1	438033	438033	Ruminococcus gauvreauii
GCF_001722495.1	438744	438744	Halomonas caseinilytica
GCF_001662285.1	438744	438744	Halomonas caseinilytica
GCF_900109905.1	438744	438744	Halomonas caseinilytica
GCF_900142315.1	438744	438744	Halomonas caseinilytica
GCF_001662305.1	438744	438744	Halomonas caseinilytica
GCF_002631205.1	438751	438751	Lewinella marina
GCF_011927705.1	438751	438751	Lewinella marina
GCF_000733935.1	438855	438855	Methylomarinum vadi
GCF_900104235.1	439219	439219	Streptococcus henryi
GCF_900167915.1	439228	439228	Sphingomonas histidinilytica
GCF_017745655.1	439228	439228	Sphingomonas histidinilytica
GCF_900207575.1	439529	439529	Cereibacter ovatus
GCF_003002065.1	439699	439699	Pseudosporangium ferrugineum
GCF_000819765.1	440079	440079	Aeromonas bivalvium
GCF_003265565.1	440079	440079	Aeromonas bivalvium
GCF_900491705.1	440079	440079	Aeromonas bivalvium
GCF_003265465.1	440079	440079	Aeromonas bivalvium
GCF_900491735.1	440079	440079	Aeromonas bivalvium
GCF_900112245.1	440514	440514	Maribacter stanieri
GCF_003259375.1	440515	440515	Arenibacter echinorum
GCF_900176475.1	441103	441103	Tropicibacter naphthalenivorans
GCF_001458375.1	441103	441103	Tropicibacter naphthalenivorans
GCF_900112335.1	441112	441112	Tropicimonas isoalkanivorans
GCF_900115595.1	441119	441119	Tranquillimonas alkanivorans
GCF_900105305.1	441500	441500	Corynebacterium timonense
GCF_900113605.1	442341	442341	Halomonas xianhensis
GCF_004366455.1	442341	442341	Halomonas xianhensis
GCF_002564025.1	442709	442709	Flavimobilis soli
GCF_003688405.1	442714	442714	Ulvibacter antarcticus
GCF_011927835.1	442734	442734	Lewinella antarctica
GCF_017377855.1	442870	442870	Acanthopleuribacter pedis
GCF_007991355.1	442899	442899	Halolactibacillus alkaliphilus
GCF_900115465.1	442899	442899	Halolactibacillus alkaliphilus
GCF_014645215.1	442899	442899	Halolactibacillus alkaliphilus
GCF_900104525.1	443156	443156	Pedococcus dokdonensis
GCF_000969415.1	443610	443610	Devosia geojensis
GCF_900182645.1	443612	443612	Flavobacterium resistens
GCF_009674815.1	443612	443612	Flavobacterium resistens
GCF_010093305.1	443615	443615	Pseudoxanthomonas sacheonensis
GCF_001420645.1	444060	444060	Alkalihalobacillus plakortidis
GCF_003368535.1	444093	444093	Ammonifex thiophilus
GCF_902807045.1	444163	444163	Brucella microti
GCF_001887265.1	444444	444444	Chelatococcus daeguensis
GCF_001619665.1	444444	444444	Chelatococcus daeguensis
GCF_010731615.1	444597	444597	Mycolicibacterium insubricum
GCF_002086255.1	444597	444597	Mycolicibacterium insubricum
GCF_900604295.1	444923	444923	Rhodoplanes piscinae
GCF_003258855.1	444923	444923	Rhodoplanes piscinae
GCF_003046325.1	445629	445629	Cereibacter johrii
GCF_001720585.1	445629	445629	Cereibacter johrii
GCF_003290005.1	445629	445629	Cereibacter johrii
GCF_001017775.3	445709	445709	Pandoraea thiooxydans
GCF_001931675.1	445709	445709	Pandoraea thiooxydans
GCF_001641285.1	445710	445710	Dyella thiooxydans
GCF_017877355.1	445960	445960	Chryseobacterium jejuense
GCF_900100075.1	445960	445960	Chryseobacterium jejuense
GCF_900446855.1	445960	445960	Chryseobacterium jejuense
GCF_000737705.1	445961	445961	Chryseobacterium soli
GCF_009755265.1	446660	446660	Adlercreutzia equolifaciens
GCF_902387565.1	446660	446660	Adlercreutzia equolifaciens
GCF_003428235.1	446660	446660	Adlercreutzia equolifaciens
GCF_009874275.1	446660	446660	Adlercreutzia equolifaciens
GCF_900217815.1	446682	446682	Rhodobacter maris
GCF_001499615.1	446692	446692	Acetobacter senegalensis
GCF_002156945.1	446692	446692	Acetobacter senegalensis
GCF_001580995.1	446692	446692	Acetobacter senegalensis
GCF_009295745.1	446692	446692	Acetobacter senegalensis
GCF_013407855.1	446787	446787	Actinopolymorpha rutila
GCF_007992135.1	446860	446860	Kocuria flava
GCF_001482365.1	446860	446860	Kocuria flava
GCF_002849405.1	446860	446860	Kocuria flava
GCF_018139605.1	447199	447199	Virgibacillus salarius
GCF_016908235.1	447421	447421	Halobacillus seohaensis
GCF_002833365.1	447422	447422	Salegentibacter salinarum
GCF_900168115.1	447422	447422	Salegentibacter salinarum
GCF_014192215.1	447424	447424	Halomonas cerina
GCF_003966155.1	447425	447425	Halomonas nitroreducens
GCF_003989795.1	447567	447567	Halomonas andesensis
GCF_900142995.1	447595	447595	Caldanaerovirga acetigignens
GCF_900188325.1	447679	447679	Ekhidna lutea
GCF_001693415.1	447689	447689	Tenacibaculum soleae
GCF_006494775.1	449461	449461	Nocardioides humi
GCF_013177655.1	449520	449520	Campylobacter canadensis
GCF_001438865.1	449659	449659	Ligilactobacillus pobuzihii
GCF_017169535.1	449659	449659	Ligilactobacillus pobuzihii
GCF_007991295.1	449659	449659	Ligilactobacillus pobuzihii
GCF_014645535.1	449662	449662	Silvimonas iriomotensis
GCF_014645555.1	449663	449663	Silvimonas amylolytica
GCF_011317445.1	449973	449973	Chelativorans multitrophicus
GCF_011317505.1	449974	449974	Chelativorans oligotrophicus
GCF_003285015.1	450362	450362	Paenibacillus contaminans
GCF_009909205.1	450365	450365	Aquabacterium fontiphilum
GCF_007844155.1	450366	450366	Vogesella perlucida
GCF_014211955.1	450378	450378	Croceicoccus marinus
GCF_001661675.2	450378	450378	Croceicoccus marinus
GCF_000763375.1	450380	450380	Microbacterium profundi
GCF_003182475.1	451513	451513	Mangrovibacter plantisponsor
GCF_001420285.1	452084	452084	Chryseobacterium aquaticum
GCF_012952015.1	452084	452084	Chryseobacterium aquaticum
GCF_003675385.1	452286	452286	Mucilaginibacter kameinonensis
GCF_003858655.1	452629	452629	Amphritea balenae
GCF_014646975.1	452629	452629	Amphritea balenae
GCF_004348335.1	453573	453573	Actinomadura bangladeshensis
GCF_010548065.1	453573	453573	Actinomadura bangladeshensis
GCF_005239165.1	453575	453575	Pusillimonas ginsengisoli
GCF_004153455.1	453575	453575	Pusillimonas ginsengisoli
GCF_003053525.1	453582	453582	Rhodobacter aestuarii
GCF_900156655.1	453582	453582	Rhodobacter aestuarii
GCF_003053725.1	453584	453584	Rhodovulum kholense
GCF_003382285.1	453783	453783	Lysobacter soli
GCF_009755585.1	453783	453783	Lysobacter soli
GCF_003594815.1	453842	453842	Paracoccus aestuarii
GCF_014651575.1	453962	453962	Halomonas lutea
GCF_900102265.1	454006	454006	Epilithonimonas hungarica
GCF_016595495.1	454144	454144	Persicirhabdus sediminis
GCF_016595415.1	454146	454146	Roseibacillus ishigakijimensis
GCF_014651675.1	454148	454148	Roseibacillus persicicus
GCF_016595435.1	454153	454153	Luteolibacter pohnpeiensis
GCF_015667325.1	454154	454154	Paraprevotella clara
GCF_902388125.1	454154	454154	Paraprevotella clara
GCF_902374365.1	454155	454155	Paraprevotella xylaniphila
GCF_003433515.1	454601	454601	Maritalea myrionectae
GCF_900114905.1	455193	455193	Saccharopolyspora antimicrobica
GCF_003635025.1	455193	455193	Saccharopolyspora antimicrobica
GCF_014205115.1	455343	455343	Micrococcus endophyticus
GCF_014203325.1	455344	455344	Saccharopolyspora gloriosae
GCF_015477095.1	455432	455432	Nocardia terpenica
GCF_001625105.1	455432	455432	Nocardia terpenica
GCF_011801165.1	455432	455432	Nocardia terpenica
GCF_013186535.1	455432	455432	Nocardia terpenica
GCF_015477085.1	455432	455432	Nocardia terpenica
GCF_015477105.1	455432	455432	Nocardia terpenica
GCF_002568625.1	455432	455432	Nocardia terpenica
GCF_015476995.1	455432	455432	Nocardia terpenica
GCF_015477045.1	455432	455432	Nocardia terpenica
GCF_003386235.1	456490	456490	Cohnella phaseoli
GCF_017875255.1	457921	457921	Massilia varians
GCF_008011815.1	458197	458197	Serratia nematodiphila
GCF_900101535.1	458197	458197	Serratia nematodiphila
GCF_004768745.1	458197	458197	Serratia nematodiphila
GCF_002185265.2	458197	458197	Serratia nematodiphila
GCF_006546935.1	458208	458208	Mycoplasma mucosicanis
GCF_003634155.1	458836	458836	Paraburkholderia sediminicola
GCF_004363325.1	458836	458836	Paraburkholderia sediminicola
GCF_004362135.1	458836	458836	Paraburkholderia sediminicola
GCF_003610135.1	458836	458836	Paraburkholderia sediminicola
GCF_902859805.1	458836	458836	Paraburkholderia sediminicola
GCF_001439635.1	459347	459347	Bacillus cecembensis
GCF_007830355.1	459471	459471	Flavobacterium tiangeerense
GCF_013368775.1	459472	459472	Planomicrobium glaciei
GCF_900099655.1	459472	459472	Planomicrobium glaciei
GCF_001270075.1	459472	459472	Planomicrobium glaciei
GCF_018390555.1	459519	459519	Ancylobacter oerskovii
GCF_900103485.1	459525	459525	Fictibacillus solisalsi
GCF_900101855.1	459526	459526	Flavobacterium anhuiense
GCF_003590565.1	459526	459526	Flavobacterium anhuiense
GCF_902167285.1	459526	459526	Flavobacterium anhuiense
GCF_004151235.1	459526	459526	Flavobacterium anhuiense
GCF_001705175.1	459526	459526	Flavobacterium anhuiense
GCF_902167265.1	459526	459526	Flavobacterium anhuiense
GCF_902167275.1	459526	459526	Flavobacterium anhuiense
GCF_014645255.1	459527	459527	Saccharibacillus kuerlensis
GCF_007830155.1	459528	459528	Pseudomonas duriflava
GCF_003610905.1	459529	459529	Sphingobacterium siyangense
GCF_007830445.1	459529	459529	Sphingobacterium siyangense
GCF_016919365.1	459529	459529	Sphingobacterium siyangense
GCF_015278225.1	459816	459816	Microbacterium aquimaris
GCF_002086415.1	459858	459858	Mycobacterium noviomagense
GCF_010731635.1	459858	459858	Mycobacterium noviomagense
GCF_902364025.1	460384	460384	Enterocloster lavalensis
GCF_900102595.1	460384	460384	Enterocloster lavalensis
GCF_003024655.1	460384	460384	Enterocloster lavalensis
GCF_014199295.1	462372	462372	Sphingopyxis panaciterrulae
GCF_014645195.1	462949	462949	Novosphingobium indicum
GCF_900107935.1	462991	462991	Vibrio hangzhouensis
GCF_014199335.1	463200	463200	Stakelama sediminis
GCF_900116705.1	463301	463301	Halomonas korlensis
GCF_001938935.1	464029	464029	Rhizobium oryzae
GCF_900109605.1	464029	464029	Rhizobium oryzae
GCF_900177415.1	464029	464029	Rhizobium oryzae
GCF_016901925.1	464322	464322	Veillonella magna
GCF_016902585.1	464322	464322	Veillonella magna
GCF_008638365.1	464995	464995	Nocardiopsis quinghaiensis
GCF_001579945.1	465721	465721	Steroidobacter denitrificans
GCF_000825685.1	467174	467174	Rickettsia hoogstraalii
GCF_900129545.1	468056	468056	Flavobacterium fluvii
GCF_003148845.1	468058	468058	Mucilaginibacter oryzae
GCF_016919005.1	468528	468528	Desulfopila inferna
GCF_002850035.1	468911	468911	Liquorilactobacillus hordei
GCF_009982895.1	468913	468913	Deinococcus alpinitundrae
GCF_010731715.1	470076	470076	Mycobacterium stomatepiae
GCF_014269085.1	470150	470150	Pseudomonas taiwanensis
GCF_013393345.1	470150	470150	Pseudomonas taiwanensis
GCF_014883875.1	470150	470150	Pseudomonas taiwanensis
GCF_014269045.1	470150	470150	Pseudomonas taiwanensis
GCF_012030425.1	470446	470446	Sphingobacterium kitahiroshimense
GCF_002014825.1	470453	470453	Moraxella pluranimalium
GCF_018128125.1	470565	470565	Prevotella histicola
GCF_003426025.1	470815	470815	Paraliobacillus quinghaiensis
GCF_014645115.1	470815	470815	Paraliobacillus quinghaiensis
GCF_900099815.1	470826	470826	Psychroflexus sediminis
GCF_011800355.1	470931	470931	Pantoea anthophila
GCF_006494375.1	470931	470931	Pantoea anthophila
GCF_000969395.1	470931	470931	Pantoea anthophila
GCF_002095375.1	470932	470932	Pantoea deleyi
GCF_006494415.1	470932	470932	Pantoea deleyi
GCF_009646115.1	470933	470933	Pantoea eucalypti
GCF_006494355.1	470933	470933	Pantoea eucalypti
GCF_014354205.1	470933	470933	Pantoea eucalypti
GCF_900167425.1	470933	470933	Pantoea eucalypti
GCF_003203695.1	470934	470934	Pantoea vagans
GCF_006385265.1	470934	470934	Pantoea vagans
GCF_006385385.1	470934	470934	Pantoea vagans
GCF_002287745.1	470934	470934	Pantoea vagans
GCF_004792415.1	470934	470934	Pantoea vagans
GCF_002082355.1	470934	470934	Pantoea vagans
GCF_001067555.1	470934	470934	Pantoea vagans
GCF_000757435.2	470934	470934	Pantoea vagans
GCF_001238615.1	470934	470934	Pantoea vagans
GCF_001506165.1	470934	470934	Pantoea vagans
GCF_009905795.1	470934	470934	Pantoea vagans
GCF_008039815.1	470934	470934	Pantoea vagans
GCF_003032455.1	470934	470934	Pantoea vagans
GCF_001558735.2	470934	470934	Pantoea vagans
GCF_900068865.1	470934	470934	Pantoea vagans
GCF_003340385.1	471189	471189	Gordonibacter pamelaeae
GCF_009678145.1	471189	471189	Gordonibacter pamelaeae
GCF_902387605.1	471189	471189	Gordonibacter pamelaeae
GCF_010500895.1	471225	471225	Alteromonas genovensis
GCF_017298635.1	471514	471514	Alicyclobacillus ferrooxydans
GCF_017298655.1	471514	471514	Alicyclobacillus ferrooxydans
GCF_001399675.1	471514	471514	Alicyclobacillus ferrooxydans
GCF_010671605.1	472055	472055	Leptobacterium flavescens
GCF_014202075.1	472166	472166	Brevundimonas basaltis
GCF_000733725.1	472175	472175	Nitratireductor basaltis
GCF_900105255.1	472181	472181	Pseudomonas sabulinigri
GCF_900070355.1	472569	472569	Devriesea agamarum
GCF_001866055.1	472963	472963	Anaerobacillus alkalidiazotrophicus
GCF_014203275.1	474949	474949	Granulicella aggregans
GCF_900114625.1	474950	474950	Granulicella pectinivorans
GCF_900188085.1	474952	474952	Granulicella rosea
GCF_011761405.1	474957	474957	Paenibacillus castaneae
GCF_002884445.1	474957	474957	Paenibacillus castaneae
GCF_016901815.1	474960	474960	Hydrogenoanaerobacterium saccharovorans
GCF_900110045.1	474960	474960	Hydrogenoanaerobacterium saccharovorans
GCF_003814745.1	474960	474960	Hydrogenoanaerobacterium saccharovorans
GCF_003149265.1	475081	475081	Jannaschia seohaensis
GCF_900116765.1	475081	475081	Jannaschia seohaensis
GCF_003581615.1	475082	475082	Muricauda lutimaris
GCF_017313275.1	475082	475082	Muricauda lutimaris
GCF_900172285.1	475083	475083	Roseovarius aestuarii
GCF_003664035.1	475253	475253	Pedobacter alluvionis
GCF_004402005.1	475253	475253	Pedobacter alluvionis
GCF_900176505.1	475255	475255	Pedobacter nyackensis
GCF_003253485.1	475299	475299	Algoriphagus aquaeductus
GCF_002549795.1	475662	475662	Halomonas beimenensis
GCF_002154605.1	476552	476552	Streptomyces milbemycinicus
GCF_002355595.1	477680	477680	Filimonas lacunae
GCF_900156765.1	477680	477680	Filimonas lacunae
GCF_018860635.1	477689	477689	Aliiglaciecola lipolytica
GCF_018860635.1	477689	477689	Aliiglaciecola lipolytica
GCF_900116425.1	477690	477690	Lishizhenia tianjinensis
GCF_002936985.1	478010	478010	Microterricola pindariensis
GCF_007992075.1	478448	478448	Pararhodospirillum oryzae
GCF_900110645.1	478744	478744	Lewinella agarilytica
GCF_001584355.1	479117	479117	Brevibacterium ravenspurgense
GCF_002861415.1	479117	479117	Brevibacterium ravenspurgense
GCF_001584615.1	479117	479117	Brevibacterium ravenspurgense
GCF_017599015.1	479978	479978	Micromonospora tulbaghiae
GCF_003612775.1	479978	479978	Micromonospora tulbaghiae
GCF_900091605.1	479978	479978	Micromonospora tulbaghiae
GCF_001431195.1	480284	480284	Virgibacillus soli
GCF_012396535.1	480391	480391	Pediococcus argentinicus
GCF_007992295.1	480391	480391	Pediococcus argentinicus
GCF_001437605.1	480391	480391	Pediococcus argentinicus
GCF_018155095.1	481138	481138	Bartonella queenslandensis
GCF_001642835.1	481183	481183	Tamlana agarivorans
GCF_018860245.1	481183	481183	Tamlana agarivorans
GCF_001258055.1	481446	481446	Phaeobacter italicus
GCF_017743945.1	481446	481446	Phaeobacter italicus
GCF_001251095.1	481446	481446	Phaeobacter italicus
GCF_900113345.1	481446	481446	Phaeobacter italicus
GCF_001404195.1	481446	481446	Phaeobacter italicus
GCF_900103695.1	482461	482461	Sediminibacillus halophilus
GCF_003574045.1	482825	482825	Meiothermus cateniformans
GCF_900102145.1	482827	482827	Thermus arciformis
GCF_902499205.1	482957	482957	Burkholderia lata
GCF_000012945.1	482957	482957	Burkholderia lata
GCF_902499245.1	482957	482957	Burkholderia lata
GCF_902499145.1	482957	482957	Burkholderia lata
GCF_902499025.1	482957	482957	Burkholderia lata
GCF_902832775.1	482957	482957	Burkholderia lata
GCF_902499005.1	482957	482957	Burkholderia lata
GCF_001038745.1	482957	482957	Burkholderia lata
GCF_902500455.1	482957	482957	Burkholderia lata
GCF_902499305.1	482957	482957	Burkholderia lata
GCF_902499215.1	482957	482957	Burkholderia lata
GCF_902499055.1	482957	482957	Burkholderia lata
GCF_902499315.1	482957	482957	Burkholderia lata
GCF_003711145.1	482957	482957	Burkholderia lata
GCF_902499015.1	482957	482957	Burkholderia lata
GCF_001718575.1	482957	482957	Burkholderia lata
GCF_902499335.1	482957	482957	Burkholderia lata
GCF_902499095.1	482957	482957	Burkholderia lata
GCF_003003215.1	483013	483013	Epibacterium scottomollicae
GCF_016907635.1	483014	483014	Microbacterium insulae
GCF_002554745.1	483199	483199	Acetobacter fabarum
GCF_002276555.1	483199	483199	Acetobacter fabarum
GCF_011516925.1	483199	483199	Acetobacter fabarum
GCF_016836705.1	483206	483206	Mesorhizobium caraganae
GCF_004363175.1	483324	483324	Maritalea mobilis
GCF_003574835.1	483545	483545	Thermobifida halotolerans
GCF_001660385.1	483545	483545	Thermobifida halotolerans
GCF_000827125.1	483547	483547	Geoalkalibacter subterraneus
GCF_001546065.1	483937	483937	Paenibacillus riograndensis
GCF_003240585.1	484088	484088	Rhizobium tubonense
GCF_013359905.1	484184	484184	Paenibacillus taichungensis
GCF_003287275.1	484184	484184	Paenibacillus taichungensis
GCF_002264305.1	484184	484184	Paenibacillus taichungensis
GCF_003201335.1	484184	484184	Paenibacillus taichungensis
GCF_900156675.1	484498	484498	Oleibacter marinus
GCF_000948975.1	485447	485447	Thalassomonas actiniarum
GCF_003843875.1	485577	485577	Aquisalibacillus elongatus
GCF_014196535.1	485907	485907	Rhizobium borbori
GCF_905219525.1	486698	486698	Mycobacterium riyadhense
GCF_905219475.1	486698	486698	Mycobacterium riyadhense
GCF_905219505.1	486698	486698	Mycobacterium riyadhense
GCF_905219495.1	486698	486698	Mycobacterium riyadhense
GCF_905219485.1	486698	486698	Mycobacterium riyadhense
GCF_905219555.1	486698	486698	Mycobacterium riyadhense
GCF_016864455.1	486698	486698	Mycobacterium riyadhense
GCF_002101845.1	486698	486698	Mycobacterium riyadhense
GCF_905219515.1	486698	486698	Mycobacterium riyadhense
GCF_905219535.1	486698	486698	Mycobacterium riyadhense
GCF_002879865.1	487049	487049	Paraburkholderia rhynchosiae
GCF_902859775.1	487049	487049	Paraburkholderia rhynchosiae
GCF_016863335.1	487172	487172	Planotetraspora thailandica
GCF_902374635.1	487173	487173	Dialister succinatiphilus
GCF_015549655.1	487174	487174	Barnesiella intestinihominis
GCF_018785765.1	487174	487174	Barnesiella intestinihominis
GCF_015551465.1	487174	487174	Barnesiella intestinihominis
GCF_015549505.1	487174	487174	Barnesiella intestinihominis
GCF_015555135.1	487174	487174	Barnesiella intestinihominis
GCF_015556345.1	487174	487174	Barnesiella intestinihominis
GCF_015559065.1	487174	487174	Barnesiella intestinihominis
GCF_009719505.1	487175	487175	Parasutterella excrementihominis
GCF_009719485.1	487175	487175	Parasutterella excrementihominis
GCF_009719355.1	487175	487175	Parasutterella excrementihominis
GCF_009719305.1	487175	487175	Parasutterella excrementihominis
GCF_009719385.1	487175	487175	Parasutterella excrementihominis
GCF_009719405.1	487175	487175	Parasutterella excrementihominis
GCF_009719445.1	487175	487175	Parasutterella excrementihominis
GCF_009719295.1	487175	487175	Parasutterella excrementihominis
GCF_009719395.1	487175	487175	Parasutterella excrementihominis
GCF_009719495.1	487175	487175	Parasutterella excrementihominis
GCF_009719425.1	487175	487175	Parasutterella excrementihominis
GCF_009719205.1	487175	487175	Parasutterella excrementihominis
GCF_009719325.1	487175	487175	Parasutterella excrementihominis
GCF_009719195.1	487175	487175	Parasutterella excrementihominis
GCF_900104945.1	487184	487184	Pseudomonas xinjiangensis
GCF_013184735.1	487318	487318	Roseomonas frigidaquae
GCF_012163145.1	487318	487318	Roseomonas frigidaquae
GCF_000759695.1	487514	487514	Mycobacterium kyorinense
GCF_002101735.1	487514	487514	Mycobacterium kyorinense
GCF_001439515.1	487514	487514	Mycobacterium kyorinense
GCF_001672775.1	487514	487514	Mycobacterium kyorinense
GCF_002205885.1	487698	487698	Stenotrophomonas pavanii
GCF_900101175.1	487698	487698	Stenotrophomonas pavanii
GCF_011043715.1	487698	487698	Stenotrophomonas pavanii
GCF_002901405.1	487698	487698	Stenotrophomonas pavanii
GCF_903970895.1	487698	487698	Stenotrophomonas pavanii
GCF_004306035.1	487698	487698	Stenotrophomonas pavanii
GCF_001431565.1	487698	487698	Stenotrophomonas pavanii
GCF_017876115.1	488438	488438	Azospirillum picis
GCF_008802135.1	488446	488446	Burkholderia latens
GCF_902499045.1	488446	488446	Burkholderia latens
GCF_902832795.1	488446	488446	Burkholderia latens
GCF_017815595.1	488446	488446	Burkholderia latens
GCF_902832755.1	488446	488446	Burkholderia latens
GCF_017815615.1	488446	488446	Burkholderia latens
GCF_001525985.1	488446	488446	Burkholderia latens
GCF_001718795.1	488446	488446	Burkholderia latens
GCF_003854385.1	488447	488447	Burkholderia contaminans
GCF_003704285.1	488447	488447	Burkholderia contaminans
GCF_002270525.1	488447	488447	Burkholderia contaminans
GCF_902830845.1	488447	488447	Burkholderia contaminans
GCF_902830775.1	488447	488447	Burkholderia contaminans
GCF_001865715.1	488447	488447	Burkholderia contaminans
GCF_014773305.1	488447	488447	Burkholderia contaminans
GCF_017565615.1	488447	488447	Burkholderia contaminans
GCF_017565515.1	488447	488447	Burkholderia contaminans
GCF_014141865.1	488447	488447	Burkholderia contaminans
GCF_016092105.1	488447	488447	Burkholderia contaminans
GCF_902830875.1	488447	488447	Burkholderia contaminans
GCF_002980735.1	488447	488447	Burkholderia contaminans
GCF_902499325.1	488447	488447	Burkholderia contaminans
GCF_902830865.1	488447	488447	Burkholderia contaminans
GCF_001029145.1	488447	488447	Burkholderia contaminans
GCF_017565525.1	488447	488447	Burkholderia contaminans
GCF_002924455.1	488447	488447	Burkholderia contaminans
GCF_902499085.1	488447	488447	Burkholderia contaminans
GCF_017565585.1	488447	488447	Burkholderia contaminans
GCF_016092095.1	488447	488447	Burkholderia contaminans
GCF_016092115.1	488447	488447	Burkholderia contaminans
GCF_014141755.1	488447	488447	Burkholderia contaminans
GCF_016887945.1	488447	488447	Burkholderia contaminans
GCF_007724625.1	488447	488447	Burkholderia contaminans
GCF_016092215.1	488447	488447	Burkholderia contaminans
GCF_902830835.1	488447	488447	Burkholderia contaminans
GCF_018223785.1	488447	488447	Burkholderia contaminans
GCF_004723625.1	488447	488447	Burkholderia contaminans
GCF_001720405.1	488447	488447	Burkholderia contaminans
GCF_016595615.1	488447	488447	Burkholderia contaminans
GCF_003853905.1	488447	488447	Burkholderia contaminans
GCF_014141665.1	488447	488447	Burkholderia contaminans
GCF_902499345.1	488447	488447	Burkholderia contaminans
GCF_009755625.1	488447	488447	Burkholderia contaminans
GCF_016595595.1	488447	488447	Burkholderia contaminans
GCF_017565565.1	488447	488447	Burkholderia contaminans
GCF_902499195.1	488447	488447	Burkholderia contaminans
GCF_016595335.1	488447	488447	Burkholderia contaminans
GCF_016595345.1	488447	488447	Burkholderia contaminans
GCF_003853875.1	488447	488447	Burkholderia contaminans
GCF_009191525.1	488447	488447	Burkholderia contaminans
GCF_016595635.1	488447	488447	Burkholderia contaminans
GCF_014141725.1	488447	488447	Burkholderia contaminans
GCF_017565605.1	488447	488447	Burkholderia contaminans
GCF_014141685.1	488447	488447	Burkholderia contaminans
GCF_902830725.1	488447	488447	Burkholderia contaminans
GCF_001758385.2	488447	488447	Burkholderia contaminans
GCF_902499285.1	488447	488447	Burkholderia contaminans
GCF_016595365.1	488447	488447	Burkholderia contaminans
GCF_902499255.1	488447	488447	Burkholderia contaminans
GCF_902499265.1	488447	488447	Burkholderia contaminans
GCF_016092185.1	488447	488447	Burkholderia contaminans
GCF_003853895.1	488447	488447	Burkholderia contaminans
GCF_003854375.1	488447	488447	Burkholderia contaminans
GCF_003316785.1	488447	488447	Burkholderia contaminans
GCF_902499225.1	488447	488447	Burkholderia contaminans
GCF_016595355.1	488447	488447	Burkholderia contaminans
GCF_017565505.1	488447	488447	Burkholderia contaminans
GCF_002981225.1	488447	488447	Burkholderia contaminans
GCF_014652195.1	488454	488454	Gemmobacter nanjingensis
GCF_007859325.1	488485	488485	Luteimonas marina
GCF_900106945.1	488533	488533	Marinobacter mobilis
GCF_900114775.1	488535	488535	Marinobacter zhejiangensis
GCF_001718555.1	488729	488729	Burkholderia metallica
GCF_902832805.1	488729	488729	Burkholderia metallica
GCF_902499065.1	488729	488729	Burkholderia metallica
GCF_902832845.1	488729	488729	Burkholderia metallica
GCF_902832815.1	488729	488729	Burkholderia metallica
GCF_013337715.1	488729	488729	Burkholderia metallica
GCF_003034145.1	488729	488729	Burkholderia metallica
GCF_013336775.1	488729	488729	Burkholderia metallica
GCF_902499125.1	488730	488730	Burkholderia arboris
GCF_902830425.1	488730	488730	Burkholderia arboris
GCF_016505695.1	488731	488731	Burkholderia seminalis
GCF_003854335.1	488731	488731	Burkholderia seminalis
GCF_001742345.1	488731	488731	Burkholderia seminalis
GCF_001524085.1	488731	488731	Burkholderia seminalis
GCF_016508205.1	488731	488731	Burkholderia seminalis
GCF_902833035.1	488731	488731	Burkholderia seminalis
GCF_000705535.2	488731	488731	Burkholderia seminalis
GCF_003854315.1	488731	488731	Burkholderia seminalis
GCF_001718535.1	488731	488731	Burkholderia seminalis
GCF_902499165.1	488731	488731	Burkholderia seminalis
GCF_001533185.1	488732	488732	Burkholderia diffusa
GCF_001718315.1	488732	488732	Burkholderia diffusa
GCF_013337705.1	488732	488732	Burkholderia diffusa
GCF_902499115.1	488732	488732	Burkholderia diffusa
GCF_008802145.1	488732	488732	Burkholderia diffusa
GCF_016836765.1	488732	488732	Burkholderia diffusa
GCF_001522375.1	488732	488732	Burkholderia diffusa
GCF_001531975.1	488732	488732	Burkholderia diffusa
GCF_001533155.1	488732	488732	Burkholderia diffusa
GCF_902830825.1	488732	488732	Burkholderia diffusa
GCF_001524705.1	488732	488732	Burkholderia diffusa
GCF_902830815.1	488732	488732	Burkholderia diffusa
GCF_001523145.1	488732	488732	Burkholderia diffusa
GCF_902830855.1	488732	488732	Burkholderia diffusa
GCF_001532285.1	488732	488732	Burkholderia diffusa
